,ID,Title,Source Title,Source Link,Final Registration,Modification Reason,Domain,Date,Head,Body,Useful,Fact
713,N67,기업 총수 풀려나면 경제에 도움 된다,"법무부, 청와대, 언론 보도",https://imnews.imbc.com/replay/2021/nw1400/article/6292461_34915.html,2021.08.19 15:23,,imnews_imbc_com,"입력 
										2021-08-10 14:13|수정 2021-08-10 15:32","[이슈 완전정복] ""경제 고려, 이재용 가석방? 그럼 범죄 수사는 왜 했나?""","법무부 ""최근 3년간, 244명 형기 70% 못 채우고 가석방""김성훈 ""법무부 근거, 그래봤자 1% 남짓한 수치""김성훈 ""이번 결정, 기업 총수들 수사 자체 안된다는 논리""김성훈 ""아예 정치적 사면했어야지…가석방으로 법 체계 파괴""8·15 서울 집회에 10만 명 참가 예고전광훈 ""2미터 간격, 대규모 1인 시위""경찰 ""변형 1인 시위도 엄정 대응""전광훈, 작년 광복절 집회 '감염병예방법' 위반 혐의""검찰, 전광훈 기소 미적"" 비판…이유는?
김성훈 ""사실상 봐주기 효과 나타나… 불법집회 계속돼"" 이슈 완전 정복, 오늘은 김성훈 변호사와 함께합니다.
안녕하세요?",1,0
714,N69,미군은 점령군이다,다수의 언론보도,http://www.munhwa.com/news/view.html?no=2021070501030130120001,2021.08.12 17:34,,www_munhwa_com,문화일보입력 2021-07-05 11:21,이재명 “미군은 점령군”… 퇴행적 인식에 논리도 빈곤한 ‘역사논쟁’,"      여야 대통령선거 선두권 주자인 이재명 경기지사와 윤석열 전 검찰총장이 대한민국 역사를 둘러싼 정체성 논쟁을 벌이고 있다.
하지만 80년대 이념적 역사 지식과 인식에서 벗어나지 못한 채 빈곤한 역사 논쟁으로 흐르고 있다는 비판이 5일 나왔다.
이 지사는 ‘86세대(1980년대 학번, 1960년대생)’ 운동권을 연상시키는 이분법적, 단선적 편 가르기 역사 인식으로 논쟁의 빌미를 제공했고, 윤 전 총장 역시 새로운 역사적 사실을 근거로 이 지사의 발언을 비판하지 못하고 있다는 지적이 제기된다.",1,0
715,N77,여성가족부가 여성을 위해 ‘성인지 예산’을 35조원이나 사용한다,언론 보도 및 김진태 전 의원 SNS 글,https://view.asiae.co.kr/article/2021071311023635460,2021.07.20 11:47,기사 링크 추가 제출,view_asiae_co_kr,입력2021.07.13 11:01,"""다들 말 못했을 뿐""‥ 김진태, 이준석 '통일부·여가부 폐지' 지지","           [아시아경제 라영철 기자]  최근 이준석 국민의힘 대표가 쏘아 올린 '통일부와 여성가족부 폐지론'이 이인영 통일부 장관과의 설전으로 이어지는 가운데 김진태 국민의힘 춘천시 당원협의회 위원장이 이 대표 발언을 지지하고 나섰다.
김 위원장은 13일 SNS를 통해 ""이준석 대표가 통일부와 여성가족부 폐지를 말해서 시끄러운데, 이 말은 잘했다.
이어 ""통일부 있다고 통일되고, 여가부 있다고 여성이 행복한 거 아니다""라며 ""오히려 통일부는 대포와 총을 맞고도 북한에 퍼줄 생각만 하고, 여가부는 성인지 예산을 35조나 쓰면서도(국방예산에 맞먹음) 성폭력 피해자마저 외면했다""고 일갈했다.",1,0
716,N78,"이낙연 전 대표가 전두환, 박정희 전 대통령을 옹호했다 ",연합뉴스,https://www.yna.co.kr/view/AKR20210717039300001?input=1195m,2021.07.19 20:24,,www_yna_co_kr,송고시간2021-07-17 14:53,"이재명 ""박정희 찬양하던 분도 계신데"" 이낙연 겨냥?","   (서울=연합뉴스) 설승은 기자 = 더불어민주당 대권주자인 이재명 경기지사는 17일 ""5·18 학살을 옹호하던 사람도 있고 박정희(전 대통령)를 찬양하던 분도 계시지 않느냐""고 말했다.
이 지사는 이날 MBC 라디오에 출연해 ""저보고 어떤 분들이 말을 바꿨다고 공격하는데, 태세 전환이 더 문제""라며 이같이 말했다.
광고 최근 이 지사 지지자들이 '이 전 대표가 기자 시절 전두환 옹호 칼럼을 쓰고 전남지사 때 박정희 기념사업추진위원회 부위원장을 맡았다가 철회했다'며 공격을 가하고 있다는 점에서 이 전 대표 겨냥한 발언이라는 해석이 나온다.",1,0
717,N80,현 정부의 탈원전 정책 때문에 올 여름 블랙아웃이 발생할 수 있다,다수 언론 보도,https://www.chosun.com/economy/industry-company/2021/07/02/ZLK5J5RBIRH7FP6ZU7OQWO374Y/,2021.07.15 17:14,,www_chosun_com,입력 2021.07.02. 03:00업데이트 2021.07.02. 08:48,대정전 가능성에도 원전 8기 가동중단,"하지만 정부 예상대로 올해 예비 전력이 4GW까지 떨어지면 2011년 9월 대정전 사태가 재연될 가능성도 배제하기 힘들다.
전력 수급 비상 경보 발령은 지난 2013년 8월 이후 단 한 차례도 없었다.
◇시운전 중인 석탄발전기까지 가동 정부는 빠듯한 전력 공급을 메우기 위해 시운전 중인 석탄발전기인 고성하이 2호기와 LNG 발전기인 부산복합 4호기도 투입하기로 했다.",1,0
718,N82,"국내 차별금지법안의 '차별금지 조항', 해외와 비교해도 전례 없이 광범위하다",언론 보도,https://news.naver.com/main/read.nhn?mode=LPOD&mid=sec&oid=015&aid=0004565437,2021.07.01 07:44,,news_naver_com,2021-06-21 17:42:02 2021-06-29 18:27:01,[단독] 대출조건 차등·학력별 임금 차이까지 ‘불법’이라는 차별금지법,"'학력·고용형태' 등 기업 옥죄는 조항 대거 포함 금융사 대출·카드 발급 때 정규·비정규직 차별 둬선 안돼 국회 법제사법위원회에 회부된 차별금지법이 채용 등 민간 기업의 자율적인 활동까지 규제하는 것으로 나타나면서 논란이 되고 있다.
경제계에서는 남녀고용평등법 등 ‘차별금지’를 명시한 각종 현행법과 함께 이중·삼중 규제로 작용할 것이란 우려가 나온다.
정규직·비정규직과 같은 고용 형태, 학력 등 개인 노력의 결과물로 인한 차별까지 금지하면서 ‘다수에 대한 역차별’이란 비판도 거세다.",1,0
719,N83,삼성전자 코로나 백신 자체 접종은 특혜(차별)이다,"머니투데이 <삼성전자 모더나 '자체접종'…""부럽다"" ""차별하냐"" 엇갈린 반응> 기사",https://news.mt.co.kr/mtview.php?no=2021062515485350591&outlink=1&ref=https%3A%2F%2Fsearch.daum.net,2021.07.02 16:05,,news_mt_co_kr,2021.06.25 15:57,"삼성전자 모더나 '자체접종'…""부럽다"" ""차별하냐"" 엇갈린 반응","삼성전자가 임직원에 대한 모더나 코로나19(COVID-19) 백신 자체 접종을 실시한다는 소식이 전해지자 ""좋겠다"" ""역시 삼성"" 등 부럽다는 반응이 많다.
방역당국은 특정 기업에 대한 우선 접종이 아니라 부속 의원을 보유한 사업장에 백신을 공급해 근로자의 예방접종 접근성을 높이기 위한 취지라고 설명했다.
일각에선 다니는 회사에 따라 백신 접종 시기나 종류가 달라진다는 데 대해 불만을 토로한다.",1,0
720,N88,차별금지법이 인구 증가를 방해하고 저출생 문제에도 도움이 되지 않는다 ,다수 언론 보도,http://news.kmib.co.kr/article/view.asp?arcid=0924191815&code=23111111&cp=nv,2021.06.25 10:31,,news_kmib_co_kr,입력 :2021-05-17 03:09,현용수 원장 “정부·국회가 가정파괴·저출산 조장… 낙태법 폐지-차별금지법 반대 목소리 경청해야”,"현용수 쉐마교육연구원 원장은 14일 대전 서구 새로남교회에서 ‘저출산에 대한 기독교적 대책’이란 주제로 열린 미래목회포럼(대표 오정호 새로남교회 목사) 정기 포럼에서 현재 논란이 되고 있는 낙태 관련법 폐지와 차별금지법을 언급하며 “국회가 인구 증가를 방해하는 쪽으로 법을 많이 만들고 있다”고 주장했다.
  정부 및 국회가 가정을 파괴하는 쪽으로 법을 만들거나 개정하고 있다는 주장이 나왔다.
현 원장은 “낙태 관련법 폐지와 차별금지법(특히 동성애 옹호)은 하나님의 생명 증가 소원을 막는다는 점에서 공통점이 있다”며 “정부와 국회는 보수 교회가 외치는 낙태 관련법 폐지 반대, 차별금지법 반대 목소리에 귀를 기울여야 한다”고 말했다.",1,0
721,N91,2021 G7 기념사진 속 문재인 대통령의 복장이 의전에 어긋난다,"[한국경제] ""왜 문 대통령만 노타이에 콤비 차림인가""…G7 의전 대형사고?",https://www.hankyung.com/politics/article/2021061502607,2021.06.17 14:05,,www_hankyung_com,"입력2021.06.15 13:52, 수정2021.06.15 14:09","""왜 문 대통령만 노타이에 콤비 차림인가""…G7 의전 대형사고?","""  서울대 게시판에서 난데없이 주요 7개국(G7) 정상회의 당시 문재인 대통령의 의전 관련 논란이 벌어졌다.
15일 서울대 스누라이프 게시판에는 '아무도 말 안 한 G7 정상회의 의전 대형사고'라는 제목의 글이 게재됐다.
김 변호사는 노타이 차림에 콤비 차림이었던 문 대통령의 드레스코드가 대한민국의 품격을 떨어뜨렸다고 지적했다.",1,0
722,N93,택배기사들이 고수익자 수준의 월 평균 수익을 벌어들이고 있다,언론보도,https://n.news.naver.com/article/015/0004556915?ntype=RANKING,2021.06.09 20:03,,n_news_naver_com,2021-06-03 17:18:03 2021-06-11 15:25:01,'神의 직업' 만들어 달라는 택배노조,"중앙노동위원회가 대한통운의 단체교섭 거부를 부당노동행위로 규정한 지난 2일 판정과 관련, 일선 택배기사들 사이에서는 “일감이 줄어들지 모른다”는 걱정부터 앞섰다.
택배회사와 노조가 단체교섭을 통해 근로시간을 제한할 것에 대한 우려다.
""주5일 근무 도입하고 월수입 700만원 보장하라"" 중노위 판정에 택배현장 혼란 가중 업계 ""노조가 사회적 합의 어겨 쿠팡처럼 직고용이 나을 수도"" 기사들도 ""일한 만큼 벌고 싶은데 일감 줄어들까 벌써부터 걱정"" 친노동정책이 현장 갈등 부추겨 민주노총 勢확장 전략도 한몫 택배기사 근로 기준을 둘러싼 정부의 오락가락 행정에 현장의 혼란이 가중되고 있다.",1,0
723,N97,일본 대졸자 취업률이 한국보다 30%p 높다,언론 보도,https://www.mbn.co.kr/news/world/4506289,2021.05.26 17:29,"검증대상 추가, 본문 형식 수정, 맞춤법.띄어쓰기 수정 ",www_mbn_co_kr,기사입력  2021-05-19 17:05l최종수정  2021-05-26 17:05,"일본, 코로나19에도 대졸 취업률 '96%'…한국보다 30% 높다","          신종 코로나바이러스 감염증(코로나19) 여파로 전 세계적으로 경제가 주춤한 가운데, 올해 일본 대학 졸업생들의 취업률이 96%를 기록하면서 고용 한파 속에서도 사실상 '완전 고용'인 것으로 나타났습니다.
日 저출산 여파로 높은 취업률 이어가  어제(18일) 일본 아사히신문은 일본 후생노동성과 문부과학성이 국공립대 24개교와 사립대 38개교 등 졸업생 총 4,770명의 취업 현황을 발표한 결과 문과 구직자 96.0%, 이과 구직자 95.9%의 취업률을 보였다고 보도했습니다.
고등학교 졸업생들의 취업률은 지난해보다 0.2%포인트 떨어진 97.9%였습니다.",1,0
724,O2,전북 제3금융중심지 논의가 '서울' 과 '부산'의 국제금융도시 순위 하락 원인이다,"2020SUS 4월 15일 헤럴드경제 기사, 금융기관은 동네북?, 여당 표팔이 ‘지방 이전’ 공약 남발",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001662098,2021.05.08 19:20,폰트 통일 및 오탈자 수정,news_naver_com,2020-04-15 06:03:06 Date not found,"금융기관은 동네북?, 여당 표팔이 ‘지방 이전’ 공약 남발","지역 균형 발전, 금융산업 경쟁력 등을 두로 검토해 신중히 추진해야 할 금융공공기관 이전 사업이 총선을 앞두고 ‘표심 잡기용’으로 활용되고 있다는 지적이다.
문명순 후보 ""은행 본점 유치"" 김윤덕 후보 ""제3 금융중심지 선정"" 집권여당 앞세운 표심용 공약 지적 [헤럴드경제=이승환 기자] 21대 총선 지역구에 출사표를 던진 더불어민주당 후보들이 집권여당인 점을 내세워 현실성이 낮은 금융공공기관 지방 이전 공약을 남발하고 있다.
문명순 더불어민주당 경기도 고양갑 후보는 5대 공약 가운데 하나로 금융 공기업 유치를 내걸었다.",1,0
725,O3,‘역세권 청년주택’ 들어오면 집값 떨어진다,<머니투데이> 4월 14일 기사,https://news.mt.co.kr/mtview.php?no=2021041416130777526,2021.05.06 16:08,,news_mt_co_kr,2021.04.14 18:30,"""청년주택이 집값 떨어뜨린다""…용산 초고층 아파트 '민망한' 탄원서","""청년아파트 건립으로 30층 이하는 조망권, 일조권, 사생활 침해가 현실화되고 있으며 침해되는 권리만큼 아파트 가격이 하락될 소지가 있다.
국토교통부 건축분쟁위원회에 보낼 예정으로 인근 지역에 공사 중인 역세권청년주택 건립에 따른 입주민들의 피해와 이에 따른 보상을 촉구하는 게 핵심 내용이다.
역세권청년주택 건립은 지역마다 다양한 분쟁이 있지만, 지역 내 초고층 아파트 입주민들이 이런 집단행동을 보이는 것은 이례적이다.",1,0
726,O4,화이자·모더나는 mRNA 방식의 백신을 처음 써 보았기 때문에 좀 더 불안감이 크다,TBS 라디오 '김어준의 뉴스공장',https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=025&aid=0003095230,2021.05.04 18:51,,news_naver_com,2021-04-21 05:06:00 2021-04-21 05:07:20,[타임라인] “화이자·모더나 쓸 나라 있겠나” 장담했던 기모란,"“한국은 지금 일단 환자 발생 수준으로 봤을 때 그렇게 급하지 않다” “만약 3개가 동시에 놓여있다면 화이자나 모더나를 쓸 나라는 없을 것” 청와대 첫 방역기획관으로 발탁된 기모란 국립암센터 교수가 라디오 ‘김어준의 뉴스공장’에서 한 발언 중 일부다.
김어준과 기 기획관의 코로나바이러스 감염증(코로나19) 백신 관련 대화를 정리했다.
야당이 임명철회를 요구하며 문제 삼고있는 기 기획관의 발언 대부분이 라디오에서 한 말이다.",1,0
727,O5,강원도에서 건설되는 것은 차이나타운이 아니라 한옥단지다,노컷뉴스,https://www.nocutnews.co.kr/news/5536624,2021.04.29 17:59,,www_nocutnews_co_kr,2021-04-16 09:19,"최문순 강원도지사 ""차이나타운? 한옥단지입니다""","  * 인터뷰를 인용보도할 때는  프로그램명 'CBS라디오 <김현정의 뉴스쇼="""">'를  정확히 밝혀주시기 바랍니다.
* 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니  보다 정확한 내용은 방송으로 확인하시기 바랍니다.
그런데 지금까지 무려 55만 명이 넘게 동의를 해서 현재 청원자 수 1위에 올라 있습니다.",1,0
728,O7,日 원전 오염수 바다 방류 안전하다,"""인체에 해가 없다""는 일본 정부와 도쿄전력 주장 보도",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=421&aid=0004225882,2021.04.26 18:29,,news_naver_com,2019-10-01 15:42:11 2019-10-07 16:13:30,"日와카야마현 지사도 ""후쿠시마 오염수 바다에 버리자""","교도통신에 따르면 니사카 요시노부(仁坂吉伸) 와카야마(和歌山)현 지사는 1일 기자회견에서 ""(안전성을) 완벽히 체크하고 모니터하는 기술이 확립돼 있으면 (오염수를) 모아둘 필요가 없다""면서 이같이 밝혔다.
""모아둘 필요 없어…다른 나라도 다 그랬다"" (서울=뉴스1) 장용석 기자 = 일본 정치권에서 후쿠시마(福島) 제1원자력발전소 내 방사성 오염수를 '바다에 버리자'는 주장이 또 나왔다.
후쿠시마 원전 운용사 도쿄전력은 이 오염수를 희석 처리해 원전부지 내 물탱크에 저장해두고 있지만, 오는 2022년 여름이면 부지 내 물탱크가 포화상태에 이를 것이란 전망이 나오면서 그 후속처리 방안 마련이 시급한 과제로 떠올랐다.",1,0
729,O8,한국은행이 SPV에 8조원을 출자하겠다는 약속을 5분의 1밖에 지키지 않았다,"상생과 통일포럼, 다수 언론 보도",https://www.yna.co.kr/view/AKR20210421029400001?section=search,2021.04.23 19:18,,www_yna_co_kr,송고시간2021-04-21 09:11,"민주, 한국은행 질타 ""역할 부족…대출금리 내려라""","     (서울=연합뉴스) 고동욱 홍규빈 기자 = 더불어민주당 윤호중 비상대책위원장 겸 원내대표는 21일 신종 코로나바이러스 감염증(코로나19) 경제위기 극복과 관련해 ""금융을 이끌고 뒷받침하는 한국은행의 역할이 부족했다""고 말했다.
윤 위원장은 이날 여의도 CCMM빌딩에서 열린 '상생과통일포럼' 금융 토론회에서 ""한국은행이 지난해 8조원 정도 출자를 하기로 했는데 5분의 1밖에 이행하지 않은 것을 얼마 전 확인했다""며 이같이 밝혔다.
윤 위원장은 ""위기를 극복하는 데 정부의 역할 못지않게 금융의 역할이 대단히 중요하다""며 ""다른 나라 중앙은행처럼 양적 완화만이 아니라 질적 완화, 포용적 금융이 이뤄지도록 적극적 뒷받침할 때 금융이 더 중요한 역할을 할 것""이라고 말했다.",1,0
730,O9,아스트라제네카 백신도 승인이 나지 않은 상태에서 서두르다가 접종이 잠정 중단되는 사태에 이르렀다,연합뉴스 기사,https://www.yna.co.kr/view/AKR20210413059400001,2021.04.19 18:43,"검증결과 문구 추가, 띄어쓰기 수정",www_yna_co_kr,송고시간2021-04-13 10:32,"주호영 ""노바백스, 국민실험…바이든 회담때 화이자 구하라""","  (서울=연합뉴스) 홍정규 이은정 기자 = 국민의힘 주호영 대표 권한대행 겸 원내대표는 13일 ""아직 임상이 종료되지 않은 (노바백스) 백신으로 대통령이 온 국민을 희망 고문하거나 실험대상으로 삼으려 하는 것 아닌가""라고 비판했다.
주 대표 대행은 이날 원내대책회의에서 ""대통령은 늦은 백신 접종부터 사과해야 할 마당에 2.3%에 불과한 접종률로도 여전히 'K 방역'을 자화자찬하고 있다""며 이같이 말했다.
특히 정부가 노바백스 2천만명분 공급을 발표한 것을 두고 ""정부 당국이 뭉그적거린 탓에 백신 확보 막차를 타고 국민은 선택권마저 박탈된 마당에 또다시 국민을 실험대상으로 내몰려는 시도""라고 주장했다.",1,0
731,O10,"박원순 서울시, 시민단체에 5년간 7천억원 지원했다",다수 언론의 보도,https://www.mk.co.kr/news/society/view/2021/04/346573/,2021.04.15 14:22,,www_mk_co_kr,입력 :2021-04-11 17:55:07수정 :2021-04-12 13:57:26,"박원순 서울시, 시민단체에 5년간 7000억 지원","◆ 서울시 장악한 시민단체 ◆    박원순 전 서울시장이 재임한 지난 9년간 시민단체 또는 여당 출신 인사가 서울시 주요 직책을 대거 차지한 것으로 나타났다.
이에 따라 서울시와 산하 기관 개방직에 대한 인선과 시민단체 지원 구조 개편이 4·7 재보궐선거에서 당선된 오세훈 시장이 해결해야 할 최우선 과제로 떠올랐다.
박 전 시장이 시민단체 출신이었던 만큼, 시민단체에 대한 서울시의 지원 또한 지나쳤다는 비판이 잇따르고 있다.",1,0
732,O11,공무원 겸직 허가 받지 않아도 재능기부면 괜찮다,다수의 언론보도,https://www.chosun.com/national/incident/2021/03/22/MGEGMNBEWVGW3OYTCNVJHTF3GY/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,2021.04.07 15:50,,www_chosun_com,입력 2021.03.22. 18:18업데이트 2021.03.22. 18:59,부동산 1타 강사 겸직 울산 초등교사 “재능기부” 주장에 교육청 “수사의뢰”,"울산시교육청은 울산 한 초등교사 A(여·43)씨가 지난 1월부터 2월까지 부동산 강의 전문 B플랫폼에서 수강생 1,000여 명을 대상으로 1인당 25만 원의 수강료를 받고 강의한 사실이 적발됐다고 22일 밝혔다.
울산의 한 현직 초등학교 교사가 온라인 부동산 강사로 활동하다 적발됐다.
A씨는 이 플랫폼에서 ‘갭투자로 월세 부자 되는 법’ 등을 강의한 것으로 전해졌다.",1,0
733,O17,건강가정기본법 개정안은 국민을 기만해 동성혼을 허용하려는 법이다,국민일보 보도,http://news.kmib.co.kr/article/view.asp?arcid=0924182050&code=23111114&sid1=spo?%B8%EA,2021.03.18 17:31,,news_kmib_co_kr,입력 :2021-03-11 03:04,“건강가정기본법 개정안은 동성혼 허용하려는 법”,"     대한예수교장로회 합신 동성애대책위원회(위원장 허성철 목사)가 더불어민주당 남인순 의원이 지난해 대표로 발의한 ‘건강가정기본법 일부개정법률안’에 대해 “국민을 기만해 동성혼을 허용하려는 법”이라며 철회를 촉구했다.
이날 성명서를 낭독한 허성철 목사는 “개정안은 차별금지법의 또 다른 이름”이라며 “법이 개정되면 대한민국 헌법에서 인정하지 않는 동성 간 혼인을 실질적으로 합법화할 것”이라고 우려했다.
합신동성애대책위는 9일 서울 송파구 거마로 남 의원 사무실 앞에서 ‘건강가정기본법 개정 반대 기자회견’을 열었다(사진).",1,0
734,O19,전라도 지역에만 화이자를 유통하는 혜택을 줬다,기사 댓글 및 다수의 인터넷 커뮤니티,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0012236325,2021.03.11 18:40,,news_naver_com,2021-03-03 11:09:04 2021-03-03 11:10:46,"""마스크 벗는 날 기대합니다"" 호남권 화이자 백신 첫 접종",""" 3일 오전 신종 코로나바이러스 감염증(코로나19) 호남권역 예방접종센터가 차려진 광주 조선대병원 의성관에서 화이자 백신 접종이 시작됐다.
코로나19 치료를 직접 담당하는 의료진이 우선 접종 대상이 됐다.
접종 업무를 맡은 한 간호사는 알코올 솜을 꺼내 닦는 듯한 모습을 취하거나 ""도와드리겠습니다"" 등의 말을 되뇌며 실제 접종이 시작될 때까지 여러 차례 상황을 그려봤다.",1,0
735,O20,백신 최대한 활용하는 'K-주사기'는 박근혜 정부 지원사업이었다,문화일보(2021.3.9),http://www.munhwa.com/news/view.html?no=2021030901070609314001,2021.03.11 18:19,,www_munhwa_com,문화일보입력 2021-03-09 11:47,국민의힘 “K-주사기는 朴정부때 지원사업… 박영선후보 성과 아니다”,"     최근 박영선 더불어민주당 서울시장 후보가 이른바 ‘K-주사기’를 중소벤처기업부 장관 재직 시절의 업적으로 홍보한 것과 관련, 국민의힘이 적극 반박하고 나섰다.
지성호 국민의힘 의원은 9일 중기부와 특허청 등에서 제출받은 자료를 통해 “중기부가 ‘K-주사기’로 불리는 최소잔여형(LDS) 주사기를 개발한 풍림파마텍에 2016년 2억5000만 원의 연구·개발(R&D) 예산을 지원했다”며 “이는 박근혜 정부 시절로, 정부가 기술 개발 과정에서 예산을 지원한 것은 이 사례가 전부”라고 밝혔다.
지 의원은 “박 후보가 ‘K-주사기’를 장관 재임 시절의 최대 성과로 홍보하고 있지만, 실제 R&D에 예산을 지원한 적이 없다는 것이 확인됐다”고 설명했다.",1,0
736,O21,대선 1년 전 지지율 1위 후보는 대선에서 승리하지 못한다,"다수 언론의 보도, 정치인 발언",https://www.mk.co.kr/news/politics/view/2021/03/218313/,2021.03.09 09:55,,www_mk_co_kr,입력 :2021-03-07 18:05:14수정 :2021-03-08 08:34:40,`1强` 이재명 거품론 vs 대세론 팽팽…親文 표심에 달렸다,"최근 1년간 꾸준히 선두권을 형성 중인 이재명 지사에 대해 ""대선전이 본격 시작되면 거품이 꺼질 것""이라는 비관론과 함께 ""사실상 대세 굳히기에 들어갔다""는 긍정적인 평가가 교차하고 있다.
◆ 2022 대선 1년 앞으로 ◆     내년 3월 9일로 예정된 차기 대통령 선거가 1년 앞으로 다가온 가운데 현재 유일한 20%대 지지율을 기록 중인 이재명 경기도지사의 독주가 계속될지 여부가 최대 관전 포인트다.
올해 실시된 대선 후보 지지율 조사를 분석해보면 이 지사는 23~28%, 이낙연 더불어민주당 대표는 10~15%, 윤석열 전 검찰총장은 8~15%에서 박스권을 기록 중이다.",1,0
737,O22,백신 이름표기를 생략하고 품질검증을 면제하는 법안이 발의됐다,언론 보도,http://www.newdaily.co.kr/site/data/html/2021/02/15/2021021500147.html,2021.03.05 16:28,,www_newdaily_co_kr,입력 2021-02-15 15:03수정 2021-02-25 09:45,"민주당 ""백신 품질검사 면제"" 황당법안… 의료계 ""안전성 검증 안 한다니, 어이없다""","   더불어민주당이 2월 임시국회에서 비상시 백신 생산업체명과 제품명을 기재하지 않도록 하는 일명 '비상시 백신명 미표기법'을 추진한다.
수입하는 백신의 표시기재의무와 수입자의 품질검사의무를 적용하지 않도록 하겠다는 것이다.
민주당 '백신 품질검사 면제' 약사법 개정 추진민주당 핵심관계자는 15일 통화에서 ""약사법 개정안은 우선심사법안으로 분류해 2월 임시국회 안에 처리한다는 것이 당의 방침""이라며 ""백신을 빠르게 공급해 코로나 상황을 타개하는 것이 중요하기 때문에 입법이 미비한 부분을 찾아 신속하게 법적 근거를 마련하겠다는 의미""라고 말했다.",1,0
738,O24,문재인 정부 이후 한국의 대미 로비자금은 세계 1위다,조선일보,https://www.chosun.com/site/data/html_dir/2020/07/01/2020070103170.html,2021.02.23 18:11,,www_chosun_com,입력 2020.07.01. 16:25업데이트 2020.07.01. 19:41,"[송의달의 코리아 프리즘·단독] 文정부 미국 로비자금 세계 1등, 한미관계 더 꼬였다","우리나라가 전 세계 국가 가운데 미국을 상대로 가장 많은 로비 자금을 공식 지출한 것으로 밝혀졌다.
그러나 막대한 자금에도 불구하고 한미(韓美) 관계는 물론 문재인 정부가 역점 추진한 미·북 관계도 실패한 것으로 판명돼 우리나라가 ‘헛돈’ 쓰는 호구(虎口·어수룩해 이용하기 좋은 사람)가 됐다는 지적이 나온다.
미국의 비영리 정치 자금 추적 시민단체인 ‘책임정치센터(Center for Responsive Politics, 이하 CRP로 약칭)’가 2016년부터 외국 정부와 기업이 미국을 상대로 로비 활동을 벌였다고 미국 법무부에 신고한 금액을 추적한 결과, 한국(1억6551만8893달러)은 일본(1억5698만달러)과 이스라엘(1억1839만달러), 사우디아라비아, 중국 등을 모두 제치고 1위에 올랐다.",1,0
739,O28,"층간소음 문제, 외국인이면 민원접수 안 된다",언론사 보도,https://www.fnnews.com/news/202102081608073803,2021.02.11 17:21,,www_fnnews_com,파이낸셜뉴스입력 2021.02.09 07:00수정 2021.06.01 13:29,"""위층에 외국인 발망치가 살아요""...피해 호소 잇따라","""  코로나19 사태가 1년 이상 지속되고 있는 가운데 다양한 형태의 층간소음 피해 사례가 나오고 있다.
특히 외국인 가구가 유발하는 층간소음은 문화적 차이 등으로 의사소통 자체가 어려워 해결책 마련에 어려움을 겪고 있다.
9일 한국환경공단에 따르면 지난해 집계된 층간소음 접수 건수는 총 4만2250건에 달한다.",1,0
740,O31,"조두순 복지급여 지급, 법적으로 중단시킬 수 있다",기사 댓글,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=001&aid=0012178207,2021.02.05 14:48,"오타, 띄어쓰기 수정",news_naver_com,2021-02-02 10:39:18 2021-02-02 18:09:25,"조두순 부부, 복지급여 심사 통과…지난달부터 월 120만원 수령","(안산=연합뉴스) 김광호 기자 = 아동 성범죄자로 지난해 12월 출소한 조두순(68)이 노인들에게 지급하는 기초연금을 포함해 매월 120만원 가량의 각종 복지급여를 수령하게 된 것으로 확인됐다.
2일 경기 안산지역 관계자들에 따르면 안산시는 지난달 말 조두순 부부의 기초생활보장수급 자격을 심사, 통과시켰다.
자격 심사를 통과함에 따라 조두순 부부는 지난달 말부터 기초연금 30만원, 2인 기준의 생계급여 62만여원과 주거급여 26만여원 등 매월 총 120만원 가량의 복지급여를 받게 됐다.",1,0
741,O33,이재용 실형 선고는 한국만의 독특한 사례다,조선일보 “이재용 구속은 한국만의 독특한 사례” (2021.01.20.),https://www.chosun.com/economy/industry-company/2021/01/20/ZNFPXBLXQJBS5FLKXETRKWFJZQ/,2021.01.27 17:17,내용 보충,www_chosun_com,입력 2021.01.20. 03:00업데이트 2021.01.19. 19:19,“이재용 구속은 한국만의 독특한 사례”,"이 부회장의 구속으로 국내 기업인이 감내해야 하는 ‘법적 리스크'를 지적하는 목소리가 커지고 있다.
제임스 김 암참 회장은 “이 부회장의 구속은 한국에서 기업인이 얼마나 많은 형사 책임을 지고 있는지를 보여주는 독특한 사례”라고 했다.
회견 중 전날 이재용 삼성전자 부회장의 구속과 관련한 질문이 나왔다.",1,0
